name,category,description,price,weight,private or business,state,number of photos
Баф HAD салатовий туристичний,ТУРИЗМ,"Баф HAD салатовий туристичний

Самовивіз або доставка Новою Поштою
За потреби зроблю заміри, пишіть :)",40,0-0.5 кг,0,0,2
